"tconst"	"titleType"	"primaryTitle"	"originalTitle"	"isAdult"	"startYear"	"endYear"	"runtimeMinutes"	"genres"	"averageRating"	"numVotes"
"31592"	"tt0032145"	"movie"	"Wuthering Heights"	"Wuthering Heights"	0	1939	"\N"	"104"	"Drama,Romance"	7.7	14782
"31599"	"tt0032152"	"movie"	"You Can't Cheat an Honest Man"	"You Can't Cheat an Honest Man"	0	1939	"\N"	"79"	"Comedy"	7.2	1423
"31602"	"tt0032155"	"movie"	"Young Mr. Lincoln"	"Young Mr. Lincoln"	0	1939	"\N"	"100"	"Biography,Drama"	7.6	6610
"31603"	"tt0032156"	"movie"	"The Story of the Last Chrysanthemum"	"Zangiku monogatari"	0	1939	"\N"	"143"	"Drama,Romance"	7.9	2710
"31626"	"tt0032181"	"movie"	"Abe Lincoln in Illinois"	"Abe Lincoln in Illinois"	0	1940	"\N"	"110"	"Biography,Drama,History"	7.4	1537
"31639"	"tt0032194"	"movie"	"All This, and Heaven Too"	"All This, and Heaven Too"	0	1940	"\N"	"141"	"Drama,Romance"	7.6	3883
"31666"	"tt0032221"	"movie"	"Arizona"	"Arizona"	0	1940	"\N"	"125"	"Western"	6.9	1013
"31679"	"tt0032234"	"movie"	"The Bank Dick"	"The Bank Dick"	0	1940	"\N"	"72"	"Comedy"	7.3	6112
"31690"	"tt0032247"	"movie"	"Beyond Tomorrow"	"Beyond Tomorrow"	0	1940	"\N"	"84"	"Drama,Fantasy,Romance"	6.7	1226
"31701"	"tt0032258"	"movie"	"Black Friday"	"Black Friday"	0	1940	"\N"	"70"	"Crime,Drama,Horror"	6.4	1703
"31707"	"tt0032264"	"movie"	"The Blue Bird"	"The Blue Bird"	0	1940	"\N"	"88"	"Adventure,Comedy,Family"	6.5	1365
"31716"	"tt0032273"	"movie"	"Boom Town"	"Boom Town"	0	1940	"\N"	"119"	"Adventure,Drama,Romance"	7.1	2793
"31727"	"tt0032284"	"movie"	"Broadway Melody of 1940"	"Broadway Melody of 1940"	0	1940	"\N"	"102"	"Musical"	7.4	1875
"31728"	"tt0032285"	"movie"	"Brother Orchid"	"Brother Orchid"	0	1940	"\N"	"88"	"Comedy,Crime,Drama"	7.1	2140
"31766"	"tt0032324"	"movie"	"Charlie Chan at the Wax Museum"	"Charlie Chan at the Wax Museum"	0	1940	"\N"	"63"	"Comedy,Crime,Mystery"	7.6	1328
"31767"	"tt0032325"	"movie"	"Charlie Chan in Panama"	"Charlie Chan in Panama"	0	1940	"\N"	"67"	"Adventure,Comedy,Crime"	7.6	1139
"31768"	"tt0032326"	"movie"	"Charlie Chan's Murder Cruise"	"Charlie Chan's Murder Cruise"	0	1940	"\N"	"76"	"Comedy,Crime,Mystery"	7.6	1084
"31780"	"tt0032338"	"movie"	"Christmas in July"	"Christmas in July"	0	1940	"\N"	"67"	"Comedy,Romance"	7.5	2899
"31781"	"tt0032339"	"movie"	"A Chump at Oxford"	"A Chump at Oxford"	0	1939	"\N"	"62"	"Comedy"	7.4	3197
"31784"	"tt0032342"	"movie"	"City for Conquest"	"City for Conquest"	0	1940	"\N"	"104"	"Drama,Music,Sport"	7.3	1887
"31791"	"tt0032349"	"movie"	"Comrade X"	"Comrade X"	0	1940	"\N"	"104"	"Comedy,Romance"	6.6	1184
"31818"	"tt0032376"	"movie"	"Dance, Girl, Dance"	"Dance, Girl, Dance"	0	1940	"\N"	"90"	"Comedy,Drama,Musical"	6.7	1635
"31825"	"tt0032383"	"movie"	"Dark Command"	"Dark Command"	0	1940	"\N"	"94"	"Drama,Romance,Western"	6.9	2099
"31831"	"tt0032390"	"movie"	"The Devil Bat"	"The Devil Bat"	0	1940	"\N"	"68"	"Horror,Sci-Fi"	5.5	2292
"31853"	"tt0032412"	"movie"	"Dr. Cyclops"	"Dr. Cyclops"	0	1940	"\N"	"77"	"Adventure,Drama,Horror"	6.5	1987
"31854"	"tt0032413"	"movie"	"Dr. Ehrlich's Magic Bullet"	"Dr. Ehrlich's Magic Bullet"	0	1940	"\N"	"103"	"Biography,Drama"	7.5	1300
"31871"	"tt0032432"	"movie"	"Edison, the Man"	"Edison, the Man"	0	1940	"\N"	"107"	"Biography,Drama"	7.1	1378
"31894"	"tt0032455"	"movie"	"Fantasia"	"Fantasia"	0	1940	"\N"	"125"	"Animation,Family,Fantasy"	7.8	81492
"31906"	"tt0032467"	"movie"	"The Fighting 69th"	"The Fighting 69th"	0	1940	"\N"	"90"	"Action,Adventure,Biography"	6.7	1616
"31914"	"tt0032475"	"movie"	"Flash Gordon Conquers the Universe"	"Flash Gordon Conquers the Universe"	0	1940	"\N"	"220"	"Action,Adventure,Sci-Fi"	7.1	1086
"31923"	"tt0032484"	"movie"	"Foreign Correspondent"	"Foreign Correspondent"	0	1940	"\N"	"120"	"Action,Romance,Thriller"	7.6	16389
"31959"	"tt0032520"	"movie"	"The Ghost Breakers"	"The Ghost Breakers"	0	1940	"\N"	"85"	"Comedy,Horror,Mystery"	7.3	2704
"31975"	"tt0032536"	"movie"	"Go West"	"Go West"	0	1940	"\N"	"80"	"Comedy,Musical,Western"	6.9	4737
"31990"	"tt0032551"	"movie"	"The Grapes of Wrath"	"The Grapes of Wrath"	0	1940	"\N"	"129"	"Drama,History"	8.1	80274
"31992"	"tt0032553"	"movie"	"The Great Dictator"	"The Great Dictator"	0	1940	"\N"	"125"	"Comedy,Drama,War"	8.5	177986
"31993"	"tt0032554"	"movie"	"The Great McGinty"	"The Great McGinty"	0	1940	"\N"	"82"	"Comedy"	7.5	2992
"32037"	"tt0032599"	"movie"	"His Girl Friday"	"His Girl Friday"	0	1940	"\N"	"92"	"Comedy,Drama,Romance"	8	48189
"32055"	"tt0032617"	"movie"	"I Love You Again"	"I Love You Again"	0	1940	"\N"	"99"	"Comedy,Romance"	7.5	2639
"32072"	"tt0032635"	"movie"	"The Invisible Man Returns"	"The Invisible Man Returns"	0	1940	"\N"	"81"	"Drama,Horror,Mystery"	6.5	2912
"32073"	"tt0032636"	"movie"	"Invisible Stripes"	"Invisible Stripes"	0	1939	"\N"	"81"	"Crime,Drama,Film-Noir"	6.8	1213
"32074"	"tt0032637"	"movie"	"The Invisible Woman"	"The Invisible Woman"	0	1940	"\N"	"72"	"Comedy,Romance,Sci-Fi"	6.2	1776
"32090"	"tt0032653"	"movie"	"Jud Süß"	"Jud Süß"	0	1940	"\N"	"98"	"Drama"	5.7	2752
"32108"	"tt0032671"	"movie"	"Kitty Foyle"	"Kitty Foyle"	0	1940	"\N"	"108"	"Drama,Romance"	7	2834
"32113"	"tt0032676"	"movie"	"Knute Rockne All American"	"Knute Rockne All American"	0	1940	"\N"	"98"	"Biography,Drama,Sport"	6.8	1597
"32138"	"tt0032701"	"movie"	"The Letter"	"The Letter"	0	1940	"\N"	"95"	"Crime,Drama,Film-Noir"	7.7	10286
"32163"	"tt0032728"	"movie"	"The Long Voyage Home"	"The Long Voyage Home"	0	1940	"\N"	"105"	"Drama,War"	7	3388
"32196"	"tt0032762"	"movie"	"The Mark of Zorro"	"The Mark of Zorro"	0	1940	"\N"	"94"	"Action,Adventure,Romance"	7.6	8647
"32245"	"tt0032811"	"movie"	"The Mortal Storm"	"The Mortal Storm"	0	1940	"\N"	"100"	"Drama"	7.9	4007
"32251"	"tt0032818"	"movie"	"The Mummy's Hand"	"The Mummy's Hand"	0	1940	"\N"	"67"	"Adventure,Fantasy,Horror"	6.2	2966
"32252"	"tt0032819"	"movie"	"Murder Over New York"	"Murder Over New York"	0	1940	"\N"	"65"	"Comedy,Crime,Mystery"	7.5	1040
"32260"	"tt0032828"	"movie"	"My Little Chickadee"	"My Little Chickadee"	0	1940	"\N"	"83"	"Comedy,Western"	7	2359
"32274"	"tt0032842"	"movie"	"Night Train to Munich"	"Night Train to Munich"	0	1940	"\N"	"95"	"Thriller,War"	7.3	4004
"32282"	"tt0032850"	"movie"	"North West Mounted Police"	"North West Mounted Police"	0	1940	"\N"	"126"	"Action,Adventure,Drama"	6.6	1307
"32283"	"tt0032851"	"movie"	"Northwest Passage"	"'Northwest Passage' (Book I -- Rogers' Rangers)"	0	1940	"\N"	"126"	"Adventure,Drama,History"	7.1	2958
"32303"	"tt0032871"	"movie"	"One Million B.C."	"One Million B.C."	0	1940	"\N"	"80"	"Adventure,Fantasy,Romance"	5.8	1122
"32305"	"tt0032873"	"movie"	"One Night in the Tropics"	"One Night in the Tropics"	0	1940	"\N"	"82"	"Comedy,Music"	6.9	1430
"32313"	"tt0032881"	"movie"	"Our Town"	"Our Town"	0	1940	"\N"	"90"	"Drama,Romance"	6.7	2066
"32335"	"tt0032904"	"movie"	"The Philadelphia Story"	"The Philadelphia Story"	0	1940	"\N"	"112"	"Comedy,Romance"	8	58169
"32341"	"tt0032910"	"movie"	"Pinocchio"	"Pinocchio"	0	1940	"\N"	"88"	"Animation,Comedy,Family"	7.5	114889
"32374"	"tt0032943"	"movie"	"Pride and Prejudice"	"Pride and Prejudice"	0	1940	"\N"	"118"	"Drama,Romance"	7.4	6814
"32377"	"tt0032946"	"movie"	"Primrose Path"	"Primrose Path"	0	1940	"\N"	"93"	"Drama,Romance"	7	1118
"32406"	"tt0032976"	"movie"	"Rebecca"	"Rebecca"	0	1940	"\N"	"130"	"Drama,Mystery,Romance"	8.1	110028
"32411"	"tt0032981"	"movie"	"Remember the Night"	"Remember the Night"	0	1940	"\N"	"94"	"Comedy,Drama,Romance"	7.7	3944
"32413"	"tt0032983"	"movie"	"The Return of Frank James"	"The Return of Frank James"	0	1940	"\N"	"92"	"Crime,History,Western"	6.7	2532
"32423"	"tt0032993"	"movie"	"Road to Singapore"	"Road to Singapore"	0	1940	"\N"	"85"	"Comedy,Musical,Romance"	7	3290
"32451"	"tt0033021"	"movie"	"Santa Fe Trail"	"Santa Fe Trail"	0	1940	"\N"	"110"	"Adventure,Biography,Drama"	6.3	2806
"32452"	"tt0033022"	"movie"	"Saps at Sea"	"Saps at Sea"	0	1940	"\N"	"57"	"Comedy"	7.2	2225
"32458"	"tt0033028"	"movie"	"The Sea Hawk"	"The Sea Hawk"	0	1940	"\N"	"127"	"Action,Adventure,History"	7.7	8274
"32459"	"tt0033029"	"movie"	"Second Chorus"	"Second Chorus"	0	1940	"\N"	"84"	"Comedy,Musical,Romance"	5.9	1163
"32468"	"tt0033038"	"movie"	"Seven Sinners"	"Seven Sinners"	0	1940	"\N"	"87"	"Comedy,Drama,Romance"	6.8	1041
"32475"	"tt0033045"	"movie"	"The Shop Around the Corner"	"The Shop Around the Corner"	0	1940	"\N"	"99"	"Comedy,Drama,Romance"	8.1	24331
"32535"	"tt0033105"	"movie"	"Strange Cargo"	"Strange Cargo"	0	1940	"\N"	"113"	"Adventure,Drama,Romance"	6.9	1924
"32537"	"tt0033107"	"movie"	"Stranger on the Third Floor"	"Stranger on the Third Floor"	0	1940	"\N"	"64"	"Crime,Drama,Film-Noir"	6.9	3171
"32540"	"tt0033110"	"movie"	"Strike Up the Band"	"Strike Up the Band"	0	1940	"\N"	"120"	"Comedy,Musical,Romance"	7	1230
"32579"	"tt0033149"	"movie"	"They Drive by Night"	"They Drive by Night"	0	1940	"\N"	"95"	"Crime,Drama,Film-Noir"	7.3	6349
"32582"	"tt0033152"	"movie"	"The Thief of Bagdad"	"The Thief of Bagdad"	0	1940	"\N"	"106"	"Adventure,Family,Fantasy"	7.5	10671
"32604"	"tt0033174"	"movie"	"Too Many Husbands"	"Too Many Husbands"	0	1940	"\N"	"81"	"Comedy,Romance"	6.5	1140
"32605"	"tt0033175"	"movie"	"Torrid Zone"	"Torrid Zone"	0	1940	"\N"	"88"	"Action,Adventure,Comedy"	6.8	1087
"32655"	"tt0033226"	"movie"	"Virginia City"	"Virginia City"	0	1940	"\N"	"121"	"Action,Drama,History"	6.8	1964
"32666"	"tt0033238"	"movie"	"Waterloo Bridge"	"Waterloo Bridge"	0	1940	"\N"	"108"	"Drama,Romance,War"	7.8	8074
"32681"	"tt0033253"	"movie"	"The Westerner"	"The Westerner"	0	1940	"\N"	"100"	"Drama,Romance,Western"	7.5	4453
"32798"	"tt0033373"	"movie"	"Ball of Fire"	"Ball of Fire"	0	1941	"\N"	"111"	"Comedy,Romance"	7.8	9581
"32813"	"tt0033388"	"movie"	"The Big Store"	"The Big Store"	0	1941	"\N"	"83"	"Comedy,Musical"	6.6	4361
"32822"	"tt0033397"	"movie"	"The Black Cat"	"The Black Cat"	0	1941	"\N"	"70"	"Comedy,Horror,Mystery"	6.3	1245
"32830"	"tt0033405"	"movie"	"Blood and Sand"	"Blood and Sand"	0	1941	"\N"	"125"	"Drama,Sport"	7	2075
"32832"	"tt0033407"	"movie"	"Blossoms in the Dust"	"Blossoms in the Dust"	0	1941	"\N"	"99"	"Biography,Drama,Romance"	7	1529
"32857"	"tt0033432"	"movie"	"The Bride Came C.O.D."	"The Bride Came C.O.D."	0	1941	"\N"	"92"	"Comedy,Romance"	7.1	2642
"32860"	"tt0033436"	"movie"	"Buck Privates"	"Buck Privates"	0	1941	"\N"	"84"	"Comedy,Musical,War"	7.3	3678
"32882"	"tt0033458"	"movie"	"Charlie Chan in Rio"	"Charlie Chan in Rio"	0	1941	"\N"	"60"	"Comedy,Crime,Mystery"	7.5	1111
"32891"	"tt0033467"	"movie"	"Citizen Kane"	"Citizen Kane"	0	1941	"\N"	"119"	"Drama,Mystery"	8.3	360142
"32901"	"tt0033477"	"movie"	"Come Live with Me"	"Come Live with Me"	0	1941	"\N"	"86"	"Comedy,Romance"	7.1	1537
"32942"	"tt0033519"	"movie"	"Dead Men Tell"	"Dead Men Tell"	0	1941	"\N"	"61"	"Comedy,Crime,Mystery"	7.5	1004
"32955"	"tt0033532"	"movie"	"The Devil and Daniel Webster"	"All That Money Can Buy"	0	1941	"\N"	"107"	"Comedy,Drama,Fantasy"	7.7	4055
"32956"	"tt0033533"	"movie"	"The Devil and Miss Jones"	"The Devil and Miss Jones"	0	1941	"\N"	"92"	"Comedy,Romance"	7.7	3179
"32960"	"tt0033537"	"movie"	"Dive Bomber"	"Dive Bomber"	0	1941	"\N"	"132"	"Drama,War"	6.6	1444
"32976"	"tt0033553"	"movie"	"Dr. Jekyll and Mr. Hyde"	"Dr. Jekyll and Mr. Hyde"	0	1941	"\N"	"113"	"Drama,Horror,Sci-Fi"	6.9	7563
"32986"	"tt0033563"	"movie"	"Dumbo"	"Dumbo"	0	1941	"\N"	"64"	"Animation,Drama,Family"	7.3	106870
"33047"	"tt0033627"	"movie"	"49th Parallel"	"49th Parallel"	0	1941	"\N"	"123"	"Drama,Thriller,War"	7.4	5167
"33074"	"tt0033654"	"movie"	"The 47 Ronin"	"Genroku Chûshingura"	0	1941	"\N"	"241"	"Action,Drama,History"	7.5	1694
"33079"	"tt0033660"	"movie"	"The Ghost Train"	"The Ghost Train"	0	1941	"\N"	"85"	"Comedy,Horror"	6.4	1205
"33095"	"tt0033676"	"movie"	"Great Guns"	"Great Guns"	0	1941	"\N"	"74"	"Comedy,Romance,War"	6.3	1116
"33096"	"tt0033677"	"movie"	"The Great Lie"	"The Great Lie"	0	1941	"\N"	"108"	"Drama"	7.3	3053
"33123"	"tt0033704"	"movie"	"Hellzapoppin'"	"Hellzapoppin'"	0	1941	"\N"	"84"	"Comedy,Musical"	7.6	2474
"33131"	"tt0033712"	"movie"	"Here Comes Mr. Jordan"	"Here Comes Mr. Jordan"	0	1941	"\N"	"94"	"Comedy,Fantasy,Romance"	7.6	5312
"33136"	"tt0033717"	"movie"	"High Sierra"	"High Sierra"	0	1941	"\N"	"100"	"Action,Adventure,Crime"	7.6	13514
"33141"	"tt0033722"	"movie"	"Hold Back the Dawn"	"Hold Back the Dawn"	0	1941	"\N"	"116"	"Drama,Romance"	7.5	1573
"33142"	"tt0033723"	"movie"	"Hold That Ghost"	"Hold That Ghost"	0	1941	"\N"	"86"	"Adventure,Comedy,Music"	7.6	3091
"33148"	"tt0033729"	"movie"	"How Green Was My Valley"	"How Green Was My Valley"	0	1941	"\N"	"118"	"Drama,Family"	7.8	18936
"33158"	"tt0033740"	"movie"	"I Wake Up Screaming"	"I Wake Up Screaming"	0	1941	"\N"	"82"	"Crime,Drama,Film-Noir"	7.2	3250
"33172"	"tt0033754"	"movie"	"In the Navy"	"In the Navy"	0	1941	"\N"	"86"	"Comedy,Musical,Romance"	7.1	2699
"33178"	"tt0033760"	"movie"	"Invisible Ghost"	"Invisible Ghost"	0	1941	"\N"	"64"	"Horror,Thriller"	5.2	1536
"33184"	"tt0033766"	"movie"	"It Started with Eve"	"It Started with Eve"	0	1941	"\N"	"90"	"Comedy,Musical,Romance"	7.7	1065
"33192"	"tt0033774"	"movie"	"Johnny Eager"	"Johnny Eager"	0	1941	"\N"	"107"	"Crime,Film-Noir,Thriller"	7.1	2219
"33199"	"tt0033781"	"movie"	"Keep 'Em Flying"	"Keep 'Em Flying"	0	1941	"\N"	"86"	"Comedy,Music,War"	7	1328
"33205"	"tt0033787"	"movie"	"King of the Zombies"	"King of the Zombies"	0	1941	"\N"	"67"	"Adventure,Comedy,Horror"	5.3	1736
"33222"	"tt0033804"	"movie"	"The Lady Eve"	"The Lady Eve"	0	1941	"\N"	"94"	"Comedy,Romance"	7.9	17220
"33254"	"tt0033836"	"movie"	"The Little Foxes"	"The Little Foxes"	0	1941	"\N"	"116"	"Drama,Romance"	8.2	9127
"33270"	"tt0033852"	"movie"	"Love Crazy"	"Love Crazy"	0	1941	"\N"	"99"	"Comedy,Romance"	7.5	2377
"33286"	"tt0033868"	"movie"	"Major Barbara"	"Major Barbara"	0	1941	"\N"	"131"	"Comedy"	7	1069
"33288"	"tt0033870"	"movie"	"The Maltese Falcon"	"The Maltese Falcon"	0	1941	"\N"	"100"	"Film-Noir,Mystery"	8.1	139470
"33291"	"tt0033873"	"movie"	"Man Hunt"	"Man Hunt"	0	1941	"\N"	"105"	"Drama,Thriller,War"	7.3	4391
"33292"	"tt0033874"	"movie"	"The Man Who Came to Dinner"	"The Man Who Came to Dinner"	0	1942	"\N"	"112"	"Comedy,Romance"	7.6	6056
"33297"	"tt0033879"	"movie"	"Man Made Monster"	"Man Made Monster"	0	1941	"\N"	"59"	"Drama,Horror,Sci-Fi"	6.3	1043
"33309"	"tt0033891"	"movie"	"Meet John Doe"	"Meet John Doe"	0	1941	"\N"	"122"	"Comedy,Drama,Romance"	7.7	10912
"33339"	"tt0033922"	"movie"	"Mr. & Mrs. Smith"	"Mr. & Mrs. Smith"	0	1941	"\N"	"95"	"Comedy,Romance"	6.5	8410
"33359"	"tt0033945"	"movie"	"Never Give a Sucker an Even Break"	"Never Give a Sucker an Even Break"	0	1941	"\N"	"71"	"Comedy,Musical"	7.4	1977
"33401"	"tt0033987"	"movie"	"Out of the Fog"	"Out of the Fog"	0	1941	"\N"	"85"	"Crime,Drama"	6.9	1183
"33426"	"tt0034012"	"movie"	"Penny Serenade"	"Penny Serenade"	0	1941	"\N"	"119"	"Drama,Romance"	7.2	5573
"33441"	"tt0034027"	"movie"	"'Pimpernel' Smith"	"'Pimpernel' Smith"	0	1941	"\N"	"120"	"Adventure,Drama,Thriller"	7.3	1202
"33469"	"tt0034055"	"movie"	"Pot o' Gold"	"Pot o' Gold"	0	1941	"\N"	"86"	"Comedy,Musical,Romance"	6.1	1392
"33504"	"tt0034091"	"movie"	"The Reluctant Dragon"	"The Reluctant Dragon"	0	1941	"\N"	"74"	"Animation,Comedy,Family"	7	2095
"33529"	"tt0034116"	"movie"	"Road to Zanzibar"	"Road to Zanzibar"	0	1941	"\N"	"91"	"Adventure,Comedy,Musical"	7.1	2653
"33574"	"tt0034162"	"movie"	"The Sea Wolf"	"The Sea Wolf"	0	1941	"\N"	"100"	"Adventure,Drama"	7.5	2797
"33579"	"tt0034167"	"movie"	"Sergeant York"	"Sergeant York"	0	1941	"\N"	"134"	"Biography,Drama,History"	7.8	14065
"33584"	"tt0034172"	"movie"	"Shadow of the Thin Man"	"Shadow of the Thin Man"	0	1941	"\N"	"97"	"Comedy,Crime,Mystery"	7.3	4808
"33586"	"tt0034175"	"movie"	"The Shanghai Gesture"	"The Shanghai Gesture"	0	1941	"\N"	"95"	"Crime,Drama,Film-Noir"	6.8	2311
"33593"	"tt0034182"	"movie"	"The Shepherd of the Hills"	"The Shepherd of the Hills"	0	1941	"\N"	"98"	"Adventure,Drama,Romance"	7	1668
"33635"	"tt0034224"	"movie"	"Spooks Run Wild"	"Spooks Run Wild"	0	1941	"\N"	"65"	"Comedy,Horror"	6	1377
"33647"	"tt0034236"	"movie"	"The Strawberry Blonde"	"The Strawberry Blonde"	0	1941	"\N"	"99"	"Comedy,Romance"	7.4	2766
"33651"	"tt0034240"	"movie"	"Sullivan's Travels"	"Sullivan's Travels"	0	1941	"\N"	"90"	"Adventure,Comedy,Drama"	8.1	21549
"33652"	"tt0034241"	"movie"	"Sun Valley Serenade"	"Sun Valley Serenade"	0	1941	"\N"	"86"	"Comedy,Musical,Romance"	7.3	1220
"33659"	"tt0034248"	"movie"	"Suspicion"	"Suspicion"	0	1941	"\N"	"99"	"Mystery,Thriller"	7.4	28770
"33661"	"tt0034251"	"movie"	"Swamp Water"	"Swamp Water"	0	1941	"\N"	"88"	"Crime,Drama,Mystery"	7.1	1367
"33676"	"tt0034266"	"movie"	"Tarzan's Secret Treasure"	"Tarzan's Secret Treasure"	0	1941	"\N"	"81"	"Action,Adventure,Romance"	6.9	2593
"33679"	"tt0034269"	"movie"	"Texas"	"Texas"	0	1941	"\N"	"93"	"Western"	6.8	1017
"33682"	"tt0034272"	"movie"	"That Hamilton Woman"	"That Hamilton Woman"	0	1941	"\N"	"128"	"Drama,History,Romance"	7.3	3546
"33684"	"tt0034274"	"movie"	"That Uncertain Feeling"	"That Uncertain Feeling"	0	1941	"\N"	"84"	"Comedy"	6.8	1965
"33687"	"tt0034277"	"movie"	"They Died with Their Boots On"	"They Died with Their Boots On"	0	1941	"\N"	"140"	"Biography,Drama,Romance"	7.3	5276
"33707"	"tt0034297"	"movie"	"Tobacco Road"	"Tobacco Road"	0	1941	"\N"	"84"	"Comedy,Drama"	6.6	1785
"33713"	"tt0034303"	"movie"	"Topper Returns"	"Topper Returns"	0	1941	"\N"	"88"	"Comedy,Fantasy,Mystery"	7	2235
"33737"	"tt0034328"	"movie"	"Two-Faced Woman"	"Two-Faced Woman"	0	1941	"\N"	"90"	"Comedy,Romance"	6.4	1327
"33793"	"tt0034384"	"movie"	"Western Union"	"Western Union"	0	1941	"\N"	"95"	"History,Western"	6.8	2124
"33807"	"tt0034398"	"movie"	"The Wolf Man"	"The Wolf Man"	0	1941	"\N"	"70"	"Horror"	7.4	20729
"33808"	"tt0034399"	"movie"	"A Woman's Face"	"A Woman's Face"	0	1941	"\N"	"106"	"Drama,Film-Noir,Thriller"	7.2	2280
"33814"	"tt0034405"	"movie"	"A Yank in the R.A.F."	"A Yank in the R.A.F."	0	1941	"\N"	"98"	"Action,Adventure,Drama"	6.5	1092
"33818"	"tt0034409"	"movie"	"You'll Never Get Rich"	"You'll Never Get Rich"	0	1941	"\N"	"88"	"Comedy,Musical,Romance"	6.8	1920
"33824"	"tt0034415"	"movie"	"Ziegfeld Girl"	"Ziegfeld Girl"	0	1941	"\N"	"132"	"Drama,Musical,Romance"	6.9	2243
"33837"	"tt0034428"	"movie"	"Across the Pacific"	"Across the Pacific"	0	1942	"\N"	"97"	"Action,Adventure,Drama"	6.9	3891
"33858"	"tt0034449"	"movie"	"All Through the Night"	"All Through the Night"	0	1942	"\N"	"107"	"Action,Comedy,Crime"	7.1	3303
"33870"	"tt0034461"	"movie"	"Aniki Bóbó"	"Aniki Bóbó"	0	1942	"\N"	"71"	"Drama,Family"	7.7	1398
"33874"	"tt0034465"	"movie"	"Arabian Nights"	"Arabian Nights"	0	1942	"\N"	"86"	"Action,Adventure,Comedy"	6.2	1102
"33887"	"tt0034478"	"movie"	"The Murderer Lives at Number 21"	"L'assassin habite... au 21"	0	1942	"\N"	"84"	"Comedy,Crime,Mystery"	7.4	2442
"33894"	"tt0034485"	"movie"	"Babes on Broadway"	"Babes on Broadway"	0	1941	"\N"	"118"	"Comedy,Musical,Romance"	6.8	1238
"33901"	"tt0034492"	"movie"	"Bambi"	"Bambi"	0	1942	"\N"	"70"	"Animation,Drama,Family"	7.3	116709
"33902"	"tt0034493"	"movie"	"The Children Are Watching Us"	"I bambini ci guardano"	0	1944	"\N"	"84"	"Drama"	7.8	2088
"33923"	"tt0034514"	"movie"	"The Big Street"	"The Big Street"	0	1942	"\N"	"88"	"Drama,Music,Romance"	6.5	1061
"33931"	"tt0034522"	"movie"	"The Black Swan"	"The Black Swan"	0	1942	"\N"	"87"	"Action,Adventure,Drama"	6.9	3585
"33985"	"tt0034578"	"movie"	"Captains of the Clouds"	"Captains of the Clouds"	0	1942	"\N"	"114"	"Action,Drama,War"	6.5	1259
"33990"	"tt0034583"	"movie"	"Casablanca"	"Casablanca"	0	1942	"\N"	"102"	"Drama,Romance,War"	8.5	471616
"33993"	"tt0034586"	"movie"	"Castle in the Desert"	"Castle in the Desert"	0	1942	"\N"	"62"	"Comedy,Crime,Mystery"	7.6	1098
"33994"	"tt0034587"	"movie"	"Cat People"	"Cat People"	0	1942	"\N"	"73"	"Fantasy,Horror,Thriller"	7.4	17197
"33998"	"tt0034591"	"movie"	"There Was a Father"	"Chichi ariki"	0	1942	"\N"	"94"	"Drama"	7.8	2071
"34052"	"tt0034646"	"movie"	"Desperate Journey"	"Desperate Journey"	0	1942	"\N"	"107"	"Action,Adventure,Drama"	6.9	1793
"34100"	"tt0034694"	"movie"	"Edge of Darkness"	"Edge of Darkness"	0	1943	"\N"	"119"	"Drama,War"	7.2	1709
"34116"	"tt0034711"	"movie"	"Eyes in the Night"	"Eyes in the Night"	0	1942	"\N"	"80"	"Crime,Mystery"	6.8	1018
"34139"	"tt0034734"	"movie"	"Spitfire"	"The First of the Few"	0	1942	"\N"	"118"	"Adventure,Biography,Drama"	7.1	1398
"34147"	"tt0034742"	"movie"	"Flying Tigers"	"Flying Tigers"	0	1942	"\N"	"102"	"Action,Drama,Romance"	6.8	3159
"34151"	"tt0034746"	"movie"	"For Me and My Gal"	"For Me and My Gal"	0	1942	"\N"	"104"	"Musical,Romance,War"	7.2	2763
"34183"	"tt0034778"	"movie"	"Gentleman Jim"	"Gentleman Jim"	0	1942	"\N"	"104"	"Biography,Drama,Romance"	7.7	2858
"34185"	"tt0034780"	"movie"	"George Washington Slept Here"	"George Washington Slept Here"	0	1942	"\N"	"93"	"Comedy"	7.1	1293
"34191"	"tt0034786"	"movie"	"The Ghost of Frankenstein"	"The Ghost of Frankenstein"	0	1942	"\N"	"67"	"Drama,Horror,Sci-Fi"	6.2	4840
"34203"	"tt0034798"	"movie"	"The Glass Key"	"The Glass Key"	0	1942	"\N"	"85"	"Crime,Drama,Film-Noir"	7.1	4827
"34267"	"tt0034862"	"movie"	"Holiday Inn"	"Holiday Inn"	0	1942	"\N"	"100"	"Comedy,Drama,Music"	7.5	11695
"34286"	"tt0034881"	"movie"	"I Married a Witch"	"I Married a Witch"	0	1942	"\N"	"77"	"Comedy,Fantasy,Romance"	7.2	5970
"34295"	"tt0034890"	"movie"	"In This Our Life"	"In This Our Life"	0	1942	"\N"	"97"	"Drama"	7.5	3615
"34296"	"tt0034891"	"movie"	"In Which We Serve"	"In Which We Serve"	0	1942	"\N"	"114"	"Drama,War"	7.3	4559
"34307"	"tt0034902"	"movie"	"Invisible Agent"	"Invisible Agent"	0	1942	"\N"	"81"	"Adventure,Comedy,Romance"	6.1	1375
"34327"	"tt0034922"	"movie"	"Journey Into Fear"	"Journey Into Fear"	0	1943	"\N"	"68"	"Drama,Film-Noir,Thriller"	6.6	3444
